         100040387 function calls (100020844 primitive calls) in 21.030 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:57(_init_freetype)
      100    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
      350    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       43    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
       66    0.000    0.000    0.000    0.000 _parser.py:172(__setitem__)
       37    0.000    0.000    0.000    0.000 _parser.py:1012(addgroup)
      187    0.000    0.000    0.000    0.000 rect.py:43(pos)
      155    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
       74    0.000    0.000    0.000    0.000 _parser.py:1004(addliteral)
       10    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
      465    0.000    0.000    0.000    0.000 visual.py:670(_prepare_draw)
       65    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        4    0.000    0.000    0.000    0.000 _gl2.py:382(glDetachShader)
      420    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      143    0.000    0.000    0.000    0.000 base_transform.py:192(__del__)
      328    0.000    0.000    0.000    0.000 getlimits.py:699(min)
      205    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        8    0.000    0.000    0.000    0.000 multiprogram.py:18(__init__)
        2    0.000    0.000    0.000    0.000 base_camera.py:503(_update_transform)
      158    0.000    0.000    0.000    0.000 texture.py:302(_check_internalformat_change)
        2    0.000    0.000    0.000    0.000 {built-in method geometry}
        4    0.000    0.000    0.000    0.000 glir.py:936(delete)
        3    0.000    0.000    0.000    0.000 _dtype.py:352(_name_get)
        4    0.000    0.000    0.000    0.000 canvas.py:629(__init__)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.fromfile}
        4    0.000    0.000    0.000    0.000 _qt.py:67(_get_event_xy)
        1    0.000    0.000    0.000    0.000 _qt.py:904(initializeGL)
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        6    0.000    0.000    0.000    0.000 widget.py:252(inner_rect)
        1    0.000    0.000    0.000    0.000 ast.py:34(parse)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:275(dirname)
        4    0.000    0.000    0.000    0.000 _gl2.py:335(glDeleteShader)
       27    0.000    0.000    0.000    0.000 weakref.py:510(update)
        4    0.000    0.000    0.000    0.000 _gl2.py:210(glCompileShader)
       14    0.000    0.000    0.000    0.000 visual.py:347(set_gl_state)
       44    0.000    0.000    0.000    0.000 _compiler.py:403(_simple)
        1    0.000    0.000    0.000    0.000 ft_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _qt.py:275(_set_config)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      307    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 program.py:65(code)
      183    0.000    0.000    0.000    0.000 visual.py:482(view_program)
      8/1    0.000    0.000    0.000    0.000 canvas.py:325(_generate_draw_order)
        4    0.000    0.000    0.000    0.000 _qt.py:649(_modifiers)
       51    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        2    0.000    0.000    0.000    0.000 _gl2.py:1203(glUniform3fv)
        2    0.000    0.000    0.000    0.000 _gl2.py:951(glLinkProgram)
        1    0.000    0.000    0.000    0.000 _abc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 glir.py:1447(create)
        5    0.000    0.000    0.000    0.000 <frozen os>:808(getenv)
        1    0.000    0.000    0.000    0.000 markers.py:741(light_position)
       12    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:236(split)
        2    0.000    0.000    0.000    0.000 glir.py:1491(set_interpolation)
        2    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
        4    0.000    0.000    0.000    0.000 glir.py:1103(attach)
       43    0.000    0.000    0.000    0.000 rect.py:86(right)
       12    0.000    0.000    0.000    0.000 enum.py:1029(_find_new_)
       12    0.000    0.000    0.000    0.000 weakref.py:164(__setitem__)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 context.py:108(_set_config)
       26    0.000    0.000    0.000    0.000 <frozen ntpath>:179(splitroot)
       14    0.000    0.000    0.000    0.000 meshdata.py:115(__init__)
       33    0.000    0.000    0.000    0.000 texture.py:1031(_fit)
      100    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      158    0.000    0.000    0.000    0.000 text.py:443(text)
      286    0.000    0.000    0.000    0.000 fromnumeric.py:2508(_all_dispatcher)
      100    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _twodim_base_impl.py:159(eye)
      156    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       66    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        2    0.000    0.000    0.000    0.000 _gl2.py:538(glCreateTexture)
        2    0.000    0.000    0.000    0.000 _gl2.py:1298(glValidateProgram)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:63(__iter__)
       20    0.000    0.000    0.000    0.000 color_array.py:440(is_blank)
       33    0.000    0.000    0.000    0.000 numeric.py:1918(isscalar)
        1    0.000    0.000    0.000    0.000 platform.py:625(_node)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:647(_check_name_wrapper)
       24    0.000    0.000    0.000    0.000 _compiler.py:412(_generate_overlap_table)
       28    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      185    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       40    0.000    0.000    0.000    0.000 rect.py:103(top)
      282    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       65    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        8    0.000    0.000    0.000    0.000 node.py:279(scene_node)
        1    0.000    0.000    0.000    0.000 ft_errors.py:1(<module>)
      142    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
        6    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
      165    0.000    0.000    0.000    0.000 multiprogram.py:57(vert)
      140    0.000    0.000    0.000    0.000 rect.py:52(size)
       48    0.000    0.000    0.000    0.000 __init__.py:2030(_get_glyph)
       47    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       88    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
       12    0.000    0.000    0.000    0.000 widget.py:91(pos)
        2    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       48    0.000    0.000    0.000    0.000 node.py:403(parent_chain)
       15    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
      243    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
      282    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 buffer.py:486(__init__)
        3    0.000    0.000    0.000    0.000 _qt.py:238(use_shared_contexts)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
      345    0.000    0.000    0.000    0.000 variable.py:66(name)
       14    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
      187    0.000    0.000    0.000    0.000 texture.py:197(shape)
        3    0.000    0.000    0.000    0.000 transforms.py:37(scale)
       43    0.000    0.000    0.000    0.000 rect.py:77(left)
        4    0.000    0.000    0.000    0.000 widget.py:95(pos)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      100    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
        1    0.000    0.000    0.000    0.000 __init__.py:1159(Face)
        3    0.000    0.000    0.000    0.000 viewbox.py:127(get_scene_bounds)
        9    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        4    0.000    0.000    0.000    0.000 _gl2.py:23(glAttachShader)
       43    0.000    0.000    0.000    0.000 variable.py:164(_vtype_for_version)
        2    0.000    0.000    0.000    0.000 functools.py:852(register)
        8    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        3    0.000    0.000    0.000    0.000 function.py:780(expression)
      173    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      121    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       47    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      179    0.000    0.000    0.000    0.000 program.py:48(vert)
        1    0.000    0.000    0.000    0.000 tt_ms_langids.py:1(<module>)
      117    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 glir.py:1480(set_wrapping)
        1    0.000    0.000    0.000    0.000 _qt.py:437(_vispy_set_title)
        2    0.000    0.000    0.000    0.000 _qt.py:309(__init__)
      6/2    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 markers.py:704(scaling)
        7    0.000    0.000    0.000    0.000 widget.py:238(rect)
        1    0.000    0.000    0.000    0.000 canvas.py:239(_set_keys)
        1    0.000    0.000    0.000    0.000 base.py:83(_process_backend_kwargs)
       12    0.000    0.000    0.000    0.000 enum.py:951(_check_for_existing_members_)
       12    0.000    0.000    0.000    0.000 enum.py:383(__init__)
      155    0.000    0.000    0.000    0.000 visuals.py:59(picking)
      6/2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        2    0.000    0.000    0.000    0.000 _gl2.py:1358(glViewport)
        2    0.000    0.000    0.000    0.000 base_camera.py:465(on_canvas_change)
        2    0.000    0.000    0.000    0.000 panzoom.py:147(rect)
       96    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 version.py:523(_cmpkey)
       65    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       39    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      146    0.000    0.000    0.000    0.000 node.py:167(parent)
      188    0.000    0.000    0.000    0.000 base_transform.py:121(shader_map)
        4    0.000    0.000    0.000    0.000 canvas.py:346(_process_mouse_event)
        5    0.000    0.000    0.000    0.000 canvas.py:341(_update_scenegraph)
        1    0.000    0.000    0.000    0.000 contextlib.py:567(__exit__)
        1    0.000    0.000    0.000    0.000 base.py:60(__init__)
        3    0.000    0.000    0.000    0.000 _dtype.py:336(_name_includes_bit_suffix)
        1    0.000    0.000    0.000    0.000 _vispy_fonts.py:13(_get_vispy_font_filename)
       40    0.000    0.000    0.000    0.000 rect.py:94(bottom)
       11    0.000    0.000    0.000    0.000 visual.py:111(__init__)
      155    0.000    0.000    0.000    0.000 canvas.py:295(dpi)
        1    0.000    0.000    0.000    0.000 _linalg.py:2566(norm)
       48    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 __init__.py:581(Outline)
       56    0.000    0.000    0.000    0.000 enum.py:1123(__new__)
        2    0.000    0.000    0.000    0.000 context.py:174(set_viewport)
        1    0.000    0.000    0.000    0.000 Class_Particle.py:20(__init__)
        2    0.000    0.000    0.000    0.000 node.py:349(document)
        8    0.000    0.000    0.000    0.000 __init__.py:1272(set_char_size)
       56    0.000    0.000    0.000    0.000 _compiler.py:575(isstring)
        8    0.000    0.000    0.000    0.000 {built-in method pos}
       41    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       46    0.000    0.000    0.000    0.000 node.py:160(children)
        3    0.000    0.000    0.000    0.000 texture.py:218(wrapping)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        3    0.000    0.000    0.000    0.000 transforms.py:13(translate)
        1    0.000    0.000    0.000    0.000 base_camera.py:141(_viewbox_unset)
       24    0.000    0.000    0.000    0.000 __init__.py:1080(_get_bitmap)
       14    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        1    0.000    0.000    0.000    0.000 ft_encodings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clipper.py:55(transform)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
      155    0.000    0.000    0.000    0.000 transform_system.py:242(canvas)
        1    0.000    0.000    0.000    0.000 timer.py:168(connect)
       11    0.000    0.000    0.000    0.000 function.py:755(__init__)
        1    0.000    0.000    0.000    0.000 tt_mac_langids.py:1(<module>)
        2    0.000    0.000    0.000    0.000 texture.py:242(interpolation)
       16    0.000    0.000    0.000    0.000 node.py:296(root_node)
        1    0.000    0.000    0.000    0.000 Class_Particle.py:45(set_interaction_matrix)
        2    0.000    0.000    0.000    0.000 panzoom.py:171(_set_range)
       10    0.000    0.000    0.000    0.000 _gl2.py:1111(glTexParameterf)
        1    0.000    0.000    0.000    0.000 ft_structs.py:715(FT_FaceRec)
        4    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 markers.py:727(antialias)
       15    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
        7    0.000    0.000    0.000    0.000 canvas.py:335(<lambda>)
        9    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       13    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
        6    0.000    0.000    0.000    0.000 <frozen os>:783(encodekey)
        8    0.000    0.000    0.000    0.000 node.py:264(document_node)
      156    0.000    0.000    0.000    0.000 canvas.py:148(scene)
        1    0.000    0.000    0.000    0.000 __init__.py:1529(info)
        2    0.000    0.000    0.000    0.000 _gl2.py:1092(glTexImage2D)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       44    0.000    0.000    0.000    0.000 _shape_base_impl.py:1269(<genexpr>)
        3    0.000    0.000    0.000    0.000 rect.py:146(flipped)
        3    0.000    0.000    0.000    0.000 base_transform.py:98(inverse)
        4    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        2    0.000    0.000    0.000    0.000 wrappers.py:105(set_viewport)
        9    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        8    0.000    0.000    0.000    0.000 weakref.py:289(update)
        2    0.000    0.000    0.000    0.000 {built-in method devicePixelRatioF}
       99    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 meshdata.py:531(set_face_colors)
       28    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
       67    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       12    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
       12    0.000    0.000    0.000    0.000 weakref.py:347(__new__)
        2    0.000    0.000    0.000    0.000 application.py:56(backend_name)
        1    0.000    0.000    0.000    0.000 markers.py:755(light_ambient)
        1    0.000    0.000    0.000    0.000 markers.py:781(alpha)
        1    0.000    0.000    0.000    0.000 ft_structs.py:1024(FT_MM_Var)
        1    0.000    0.000    0.000    0.000 markers.py:794(spherical)
       30    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 tt_platforms.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
       16    0.000    0.000    0.000    0.000 frozen.py:19(freeze)
       28    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       14    0.000    0.000    0.000    0.000 ft_encodings.py:91(_FT_ENC_TAG)
       17    0.000    0.000    0.000    0.000 __init__.py:129(WinFunctionType)
        1    0.000    0.000    0.000    0.000 text.py:497(rotation)
        2    0.000    0.000    0.000    0.000 viewbox.py:117(is_in_scene)
      9/1    0.000    0.000    0.000    0.000 ast.py:86(_convert)
        3    0.000    0.000    0.000    0.000 _twodim_base_impl.py:242(diag)
        1    0.000    0.000    0.000    0.000 context.py:197(__init__)
      126    0.000    0.000    0.000    0.000 chain.py:167(shader_map)
        1    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.qInstallMessageHandler}
        1    0.000    0.000    0.000    0.000 linear.py:156(translate)
        3    0.000    0.000    0.000    0.000 base_transform.py:198(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:511(enter_context)
       77    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        6    0.000    0.000    0.000    0.000 pkgutil.py:212(get_importer)
        1    0.000    0.000    0.000    0.000 ft_glyph_formats.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _internal.py:278(data_as)
        1    0.000    0.000    0.000    0.000 wrappers.py:57(get_current_canvas)
        1    0.000    0.000    0.000    0.000 ft_errors.py:11(FT_Exception)
      108    0.000    0.000    0.000    0.000 chain.py:170(shader_imap)
        2    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
       24    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        2    0.000    0.000    0.000    0.000 rect.py:169(__eq__)
        2    0.000    0.000    0.000    0.000 base_camera.py:175(flip)
       22    0.000    0.000    0.000    0.000 rect.py:69(height)
        1    0.000    0.000    0.000    0.000 ft_structs.py:397(FT_Outline)
       12    0.000    0.000    0.000    0.000 enum.py:980(_find_data_repr_)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:437(repeat)
        1    0.000    0.000    0.000    0.000 text.py:448(text)
        9    0.000    0.000    0.000    0.000 _internal.py:537(_view_is_safe)
        8    0.000    0.000    0.000    0.000 platform.py:331(<genexpr>)
        4    0.000    0.000    0.000    0.000 widget.py:291(_update_clipper)
        1    0.000    0.000    0.000    0.000 event.py:550(connect)
        3    0.000    0.000    0.000    0.000 rect.py:81(left)
       50    0.000    0.000    0.000    0.000 _shape_base_impl.py:1279(<genexpr>)
        4    0.000    0.000    0.000    0.000 expression.py:95(expression)
       24    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
       47    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        6    0.000    0.000    0.000    0.000 colormap.py:401(interpolation)
        4    0.000    0.000    0.000    0.000 {instance}
        1    0.000    0.000    0.000    0.000 __init__.py:102(set_lcd_filter)
        1    0.000    0.000    0.000    0.000 canvas.py:783(__init__)
       31    0.000    0.000    0.000    0.000 _linalg.py:128(isComplexType)
       15    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        1    0.000    0.000    0.000    0.000 text.py:476(font_size)
      3/2    0.000    0.000    0.000    0.000 node.py:236(is_child)
       86    0.000    0.000    0.000    0.000 variable.py:87(dtype)
        2    0.000    0.000    0.000    0.000 _qt.py:318(_vispy_get_backend_name)
       64    0.000    0.000    0.000    0.000 function.py:518(signature)
       16    0.000    0.000    0.000    0.000 rect.py:61(width)
        1    0.000    0.000    0.000    0.000 tt_mac_ids.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 glir.py:556(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:161(_encode_filename)
        3    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
       63    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       15    0.000    0.000    0.000    0.000 _linalg.py:142(_realType)
       54    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       67    0.000    0.000    0.000    0.000 base_transform.py:129(shader_imap)
       24    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
       12    0.000    0.000    0.000    0.000 node.py:100(name)
        1    0.000    0.000    0.000    0.000 ft_lcd_filters.py:1(<module>)
        8    0.000    0.000    0.000    0.000 weakref.py:152(__contains__)
        1    0.000    0.000    0.000    0.000 numeric.py:300(full)
        8    0.000    0.000    0.000    0.000 meshdata.py:263(set_vertices)
       39    0.000    0.000    0.000    0.000 node.py:356(transform)
        3    0.000    0.000    0.000    0.000 format.py:978(_read_bytes)
       16    0.000    0.000    0.000    0.000 multiprogram.py:142(_new_program)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:581(abspath)
        1    0.000    0.000    0.000    0.000 canvas.py:300(dpi)
       56    0.000    0.000    0.000    0.000 linear.py:140(shader_imap)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1157(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:231(LazyLoader)
       26    0.000    0.000    0.000    0.000 node.py:123(clip_children)
        2    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       54    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 format.py:224(read_magic)
        1    0.000    0.000    0.000    0.000 glir.py:707(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
       37    0.000    0.000    0.000    0.000 {built-in method _sre.template}
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        6    0.000    0.000    0.000    0.000 mesh.py:141(shading)
       24    0.000    0.000    0.000    0.000 fromnumeric.py:3267(ndim)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1577(<genexpr>)
        9    0.000    0.000    0.000    0.000 node.py:226(on_parent_change)
        1    0.000    0.000    0.000    0.000 _qt.py:443(_vispy_set_size)
        9    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       66    0.000    0.000    0.000    0.000 enum.py:1179(__init__)
       24    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       36    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {built-in method x}
        1    0.000    0.000    0.000    0.000 ft_color_root_transform.py:1(<module>)
       66    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 event.py:545(__init__)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 ft_glyph_formats.py:47(_FT_IMAGE_TAG)
        1    0.000    0.000    0.000    0.000 contextlib.py:543(_push_cm_exit)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 tt_apple_ids.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       15    0.000    0.000    0.000    0.000 _linalg.py:198(_assert_stacked_square)
        4    0.000    0.000    0.000    0.000 meshdata.py:8(_fix_colors)
       44    0.000    0.000    0.000    0.000 variable.py:161(expression)
        6    0.000    0.000    0.000    0.000 <frozen os>:777(check_str)
        7    0.000    0.000    0.000    0.000 node.py:146(order)
        1    0.000    0.000    0.000    0.000 __init__.py:306(SizeMetrics)
       19    0.000    0.000    0.000    0.000 text.py:67(ratio)
        1    0.000    0.000    0.000    0.000 rect.py:122(padded)
        2    0.000    0.000    0.000    0.000 base_camera.py:313(set_default_state)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       31    0.000    0.000    0.000    0.000 widget.py:107(size)
        1    0.000    0.000    0.000    0.000 tt_name_ids.py:1(<module>)
       48    0.000    0.000    0.000    0.000 __init__.py:968(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:960(GlyphSlot)
        2    0.000    0.000    0.000    0.000 rect.py:111(center)
        1    0.000    0.000    0.000    0.000 {built-in method setShareContext}
        1    0.000    0.000    0.000    0.000 __init__.py:521(string_at)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 canvas.py:349(physical_size)
        4    0.000    0.000    0.000    0.000 frozen.py:23(unfreeze)
       11    0.000    0.000    0.000    0.000 buffer.py:460(divisor)
        5    0.000    0.000    0.000    0.000 visuals.py:99(interactive)
       41    0.000    0.000    0.000    0.000 linear.py:392(matrix)
       18    0.000    0.000    0.000    0.000 _util.py:147(__init__)
        6    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
       24    0.000    0.000    0.000    0.000 transform_system.py:247(canvas)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       25    0.000    0.000    0.000    0.000 Class_Interaction_Matrix.py:16(set_interaction)
        1    0.000    0.000    0.000    0.000 __init__.py:252(GlyphMetrics)
        4    0.000    0.000    0.000    0.000 _compiler.py:472(_get_charset_prefix)
        3    0.000    0.000    0.000    0.000 rect.py:90(right)
        1    0.000    0.000    0.000    0.000 {built-in method resize}
        4    0.000    0.000    0.000    0.000 {built-in method modifiers}
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:202(BBox)
        1    0.000    0.000    0.000    0.000 ft_load_flags.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 ft_style_flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ft_pixel_modes.py:1(<module>)
       36    0.000    0.000    0.000    0.000 multiarray.py:361(where)
       15    0.000    0.000    0.000    0.000 _linalg.py:192(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 base_camera.py:193(up)
        1    0.000    0.000    0.000    0.000 _qt.py:56(_check_imports)
        1    0.000    0.000    0.000    0.000 __init__.py:908(BitmapGlyph)
        1    0.000    0.000    0.000    0.000 __init__.py:422(Bitmap)
        1    0.000    0.000    0.000    0.000 format.py:1006(isfileobj)
        2    0.000    0.000    0.000    0.000 platform.py:454(<genexpr>)
       17    0.000    0.000    0.000    0.000 program.py:59(frag)
        2    0.000    0.000    0.000    0.000 {built-in method width}
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:990(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:494(Charmap)
        8    0.000    0.000    0.000    0.000 __init__.py:1133(<lambda>)
        7    0.000    0.000    0.000    0.000 config.py:258(__getitem__)
        1    0.000    0.000    0.000    0.000 application.py:94(is_interactive)
        1    0.000    0.000    0.000    0.000 context.py:221(add_ref)
        3    0.000    0.000    0.000    0.000 canvas.py:676(_forget_last_event)
       16    0.000    0.000    0.000    0.000 multiprogram.py:129(__init__)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1182(get_filename)
        2    0.000    0.000    0.000    0.000 typing.py:2340(get_origin)
       43    0.000    0.000    0.000    0.000 shader_object.py:102(static_names)
        1    0.000    0.000    0.000    0.000 {built-in method setRedBufferSize}
        2    0.000    0.000    0.000    0.000 buffer.py:223(glsl_type)
        4    0.000    0.000    0.000    0.000 glir.py:732(shader_compatibility)
        1    0.000    0.000    0.000    0.000 {built-in method setFormat}
       15    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:119(_incompatible_extension_module_restrictions)
       12    0.000    0.000    0.000    0.000 widget.py:303(border_color)
       11    0.000    0.000    0.000    0.000 widget.py:327(margin)
        1    0.000    0.000    0.000    0.000 ft_stroker_borders.py:1(<module>)
