
==== NEW PROFILING RUN ====
         316667 function calls (313840 primitive calls) in 2.439 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 canvas.py:509(__repr__)
        3    0.000    0.000    0.000    0.000 base_transform.py:98(inverse)
        4    0.000    0.000    0.000    0.000 application.py:56(backend_name)
       31    0.000    0.000    0.000    0.000 text.py:443(text)
        2    0.000    0.000    0.000    0.000 application.py:174(native)
        4    0.000    0.000    0.000    0.000 widget.py:291(_update_clipper)
        2    0.000    0.000    0.000    0.000 base_camera.py:482(viewbox_key_event)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       10    0.000    0.000    0.000    0.000 line.py:267(_prepare_draw)
        4    0.000    0.000    0.000    0.000 glir.py:1447(create)
       16    0.000    0.000    0.000    0.000 node.py:100(name)
        3    0.000    0.000    0.000    0.000 _twodim_base_impl.py:247(diag)
       46    0.000    0.000    0.000    0.000 text.py:67(ratio)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:596(abspath)
       50    0.000    0.000    0.000    0.000 visual.py:482(view_program)
        1    0.000    0.000    0.000    0.000 mesh.py:279(_build_color_transform)
        6    0.000    0.000    0.000    0.000 format.py:978(_read_bytes)
       29    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       11    0.000    0.000    0.000    0.000 widget.py:327(margin)
       23    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFCE3BA13D0}
       79    0.000    0.000    0.000    0.000 context.py:144(shared)
        1    0.000    0.000    0.000    0.000 _qt.py:309(__init__)
       87    0.000    0.000    0.000    0.000 base_transform.py:129(shader_imap)
        1    0.000    0.000    0.000    0.000 inspect.py:2935(apply_defaults)
        3    0.000    0.000    0.000    0.000 {built-in method geometry}
       33    0.000    0.000    0.000    0.000 widget.py:403(picking)
       60    0.000    0.000    0.000    0.000 profiler.py:59(mark)
       29    0.000    0.000    0.000    0.000 program.py:59(frag)
        3    0.000    0.000    0.000    0.000 base_transform.py:198(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method devicePixelRatioF}
        3    0.000    0.000    0.000    0.000 visual.py:498(_index_buffer)
       11    0.000    0.000    0.000    0.000 weakref.py:152(__contains__)
       32    0.000    0.000    0.000    0.000 {method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects}
        6    0.000    0.000    0.000    0.000 frozen.py:23(unfreeze)
       95    0.000    0.000    0.000    0.000 shader_object.py:102(static_names)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:257(splitext)
        1    0.000    0.000    0.000    0.000 common.py:49(__init__)
       22    0.000    0.000    0.000    0.000 rect.py:69(height)
        6    0.000    0.000    0.000    0.000 {instance}
       32    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        4    0.000    0.000    0.000    0.000 getlimits.py:490(__new__)
        1    0.000    0.000    0.000    0.000 line.py:147(set_data)
       78    0.000    0.000    0.000    0.000 linear.py:140(shader_imap)
       11    0.000    0.000    0.000    0.000 node.py:226(on_parent_change)
        2    0.000    0.000    0.000    0.000 format.py:224(read_magic)
       29    0.000    0.000    0.000    0.000 texture.py:302(_check_internalformat_change)
        2    0.000    0.000    0.000    0.000 canvas.py:783(__init__)
        7    0.000    0.000    0.000    0.000 visuals.py:99(interactive)
       22    0.000    0.000    0.000    0.000 multiprogram.py:142(_new_program)
       50    0.000    0.000    0.000    0.000 visual.py:670(_prepare_draw)
        9    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       31    0.000    0.000    0.000    0.000 _linalg.py:128(isComplexType)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1369(_gcd_import)
        4    0.000    0.000    0.000    0.000 _gl2.py:538(glCreateTexture)
     11/9    0.000    0.000    0.000    0.000 abstract.py:124(__eq__)
        4    0.000    0.000    0.000    0.000 {method 'call' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 _qt.py:238(use_shared_contexts)
        1    0.000    0.000    0.000    0.000 __init__.py:114(WINFUNCTYPE)
       15    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        1    0.000    0.000    0.000    0.000 inspect.py:2882(args)
       23    0.000    0.000    0.000    0.000 timer.py:91(running)
        3    0.000    0.000    0.000    0.000 rect.py:81(left)
        1    0.000    0.000    0.000    0.000 __init__.py:1569(_register)
        1    0.000    0.000    0.000    0.000 event.py:550(connect)
        7    0.000    0.000    0.000    0.000 colormap.py:401(interpolation)
       34    0.000    0.000    0.000    0.000 node.py:123(clip_children)
        1    0.000    0.000    0.000    0.000 _qt.py:437(_vispy_set_title)
       19    0.000    0.000    0.000    0.000 __init__.py:1105(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:83(_process_backend_kwargs)
       32    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        3    0.000    0.000    0.000    0.000 buffer.py:490(_prepare_data)
       20    0.000    0.000    0.000    0.000 buffer.py:460(divisor)
       38    0.000    0.000    0.000    0.000 __init__.py:443(<lambda>)
       15    0.000    0.000    0.000    0.000 _linalg.py:142(_realType)
        9    0.000    0.000    0.000    0.000 meshdata.py:263(set_vertices)
        2    0.000    0.000    0.000    0.000 rect.py:169(__eq__)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3571(ndim)
       16    0.000    0.000    0.000    0.000 rect.py:61(width)
       64    0.000    0.000    0.000    0.000 function.py:744(static_names)
        4    0.000    0.000    0.000    0.000 _qt.py:318(_vispy_get_backend_name)
        2    0.000    0.000    0.000    0.000 base_camera.py:175(flip)
        1    0.000    0.000    0.000    0.000 timer.py:168(connect)
       12    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        4    0.000    0.000    0.000    0.000 _gl2.py:1298(glValidateProgram)
       39    0.000    0.000    0.000    0.000 multiprogram.py:57(vert)
       44    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 context.py:78(forget_canvas)
        8    0.000    0.000    0.000    0.000 canvas.py:349(physical_size)
       19    0.000    0.000    0.000    0.000 __init__.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 line.py:117(antialias)
        2    0.000    0.000    0.000    0.000 viewbox.py:117(is_in_scene)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:133(_splitext)
       15    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        4    0.000    0.000    0.000    0.000 meshdata.py:8(_fix_colors)
       12    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      4/2    0.000    0.000    0.000    0.000 keys.py:43(__eq__)
        1    0.000    0.000    0.000    0.000 canvas.py:744(__init__)
        2    0.000    0.000    0.000    0.000 contextlib.py:531(_push_cm_exit)
        2    0.000    0.000    0.000    0.000 version.py:523(_cmpkey)
       57    0.000    0.000    0.000    0.000 __init__.py:435(__init__)
        7    0.000    0.000    0.000    0.000 mesh.py:141(shading)
        1    0.000    0.000    0.000    0.000 base.py:60(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        4    0.000    0.000    0.000    0.000 <frozen os>:754(encodekey)
       10    0.000    0.000    0.000    0.000 glir.py:732(shader_compatibility)
       19    0.000    0.000    0.000    0.000 __init__.py:1126(<lambda>)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       31    0.000    0.000    0.000    0.000 transform_system.py:247(canvas)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 context.py:197(__init__)
        1    0.000    0.000    0.000    0.000 rect.py:122(padded)
        6    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        9    0.000    0.000    0.000    0.000 node.py:146(order)
       20    0.000    0.000    0.000    0.000 canvas.py:295(dpi)
       15    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 utils.py:588(unified_function_type)
       15    0.000    0.000    0.000    0.000 _linalg.py:198(_assert_stacked_square)
       31    0.000    0.000    0.000    0.000 widget.py:107(size)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
       32    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
       15    0.000    0.000    0.000    0.000 _linalg.py:192(_assert_stacked_2d)
       35    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
       44    0.000    0.000    0.000    0.000 linear.py:392(matrix)
        2    0.000    0.000    0.000    0.000 format.py:1006(isfileobj)
        2    0.000    0.000    0.000    0.000 contextlib.py:469(__init__)
       30    0.000    0.000    0.000    0.000 function.py:478(expression)
        2    0.000    0.000    0.000    0.000 rect.py:111(center)
       42    0.000    0.000    0.000    0.000 multiarray.py:363(where)
        2    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      3/2    0.000    0.000    0.000    0.000 node.py:236(is_child)
        1    0.000    0.000    0.000    0.000 event.py:545(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        2    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 format.py:302(descr_to_dtype)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:564(normpath)
        1    0.000    0.000    0.000    0.000 __init__.py:2097(wm_geometry)
        1    0.000    0.000    0.000    0.000 _methods.py:68(_all)
        2    0.000    0.000    0.000    0.000 base_camera.py:313(set_default_state)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:3567(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 canvas.py:300(dpi)
       25    0.000    0.000    0.000    0.000 _shape_base_impl.py:1212(_tile_dispatcher)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        2    0.000    0.000    0.000    0.000 base_camera.py:193(up)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1343(_find_and_load)
       19    0.000    0.000    0.000    0.000 __init__.py:449(<lambda>)
       67    0.000    0.000    0.000    0.000 inspect.py:2794(kind)
        1    0.000    0.000    0.000    0.000 glir.py:707(__init__)
       17    0.000    0.000    0.000    0.000 buffer.py:218(itemsize)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
       23    0.000    0.000    0.000    0.000 _util.py:147(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2905(kwargs)
        2    0.000    0.000    0.000    0.000 tempfile.py:473(__getattr__)
        3    0.000    0.000    0.000    0.000 rect.py:90(right)
       20    0.000    0.000    0.000    0.000 transform_system.py:242(canvas)
       15    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 format.py:197(_check_version)
        1    0.000    0.000    0.000    0.000 containers.py:694(_sentry_forbidden_types)
       10    0.000    0.000    0.000    0.000 program.py:70(geom)
        1    0.000    0.000    0.000    0.000 _qt.py:443(_vispy_set_size)
       16    0.000    0.000    0.000    0.000 viewbox.py:166(scene)
       22    0.000    0.000    0.000    0.000 multiprogram.py:129(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1275(winfo_screenwidth)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 _ufunc_config.py:431(__init__)
       19    0.000    0.000    0.000    0.000 fromnumeric.py:3364(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 color_array.py:240(rgb)
       18    0.000    0.000    0.000    0.000 function.py:346(code)
       12    0.000    0.000    0.000    0.000 widget.py:303(border_color)
        7    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1225(_resolve_name)
        6    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       11    0.000    0.000    0.000    0.000 visual.py:490(_draw_mode)
        2    0.000    0.000    0.000    0.000 base_camera.py:319(get_state)
        1    0.000    0.000    0.000    0.000 label.py:44(text)
       10    0.000    0.000    0.000    0.000 program.py:61(code)
        1    0.000    0.000    0.000    0.000 abstract.py:192(_determine_array_spec)
        3    0.000    0.000    0.000    0.000 misc.py:63(unliteral)
        5    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 meshdata.py:196(set_faces)
        3    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.000    0.000 {built-in method width}
        2    0.000    0.000    0.000    0.000 contextlib.py:536(_push_exit_callback)
        1    0.000    0.000    0.000    0.000 event.py:770(__enter__)
        8    0.000    0.000    0.000    0.000 _qt.py:450(_vispy_get_physical_size)
        3    0.000    0.000    0.000    0.000 visual.py:494(_index_buffer)
        6    0.000    0.000    0.000    0.000 rect.py:56(size)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        6    0.000    0.000    0.000    0.000 format.py:673(<genexpr>)
       13    0.000    0.000    0.000    0.000 multiprogram.py:68(frag)
       11    0.000    0.000    0.000    0.000 canvas.py:148(scene)
        1    0.000    0.000    0.000    0.000 abstract.py:475(__init__)
       10    0.000    0.000    0.000    0.000 npytypes.py:482(key)
        1    0.000    0.000    0.000    0.000 application.py:94(is_interactive)
        2    0.000    0.000    0.000    0.000 text.py:128(__init__)
       13    0.000    0.000    0.000    0.000 meshdata.py:292(reset_normals)
        2    0.000    0.000    0.000    0.000 _qt.py:447(_vispy_set_physical_size)
        1    0.000    0.000    0.000    0.000 {built-in method modifiers}
       10    0.000    0.000    0.000    0.000 transform_system.py:303(framebuffer_transform)
        1    0.000    0.000    0.000    0.000 __init__.py:521(string_at)
        7    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
       11    0.000    0.000    0.000    0.000 program.py:74(geom)
       19    0.000    0.000    0.000    0.000 shader_object.py:59(name)
        6    0.000    0.000    0.000    0.000 text.py:530(<genexpr>)
        1    0.000    0.000    0.000    0.000 functions.py:679(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method resize}
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       15    0.000    0.000    0.000    0.000 _linalg.py:495(_unary_dispatcher)
        2    0.000    0.000    0.000    0.000 containers.py:311(<genexpr>)
        7    0.000    0.000    0.000    0.000 color_array.py:173(__len__)
        1    0.000    0.000    0.000    0.000 mesh.py:242(mode)
        1    0.000    0.000    0.000    0.000 {built-in method window}
       10    0.000    0.000    0.000    0.000 transform_system.py:294(canvas_transform)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:327(reset)
        1    0.000    0.000    0.000    0.000 event.py:773(__exit__)
        6    0.000    0.000    0.000    0.000 widget.py:315(bgcolor)
        4    0.000    0.000    0.000    0.000 <frozen os>:748(check_str)
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       10    0.000    0.000    0.000    0.000 buffer.py:203(offset)
       16    0.000    0.000    0.000    0.000 abstract.py:96(key)
        1    0.000    0.000    0.000    0.000 event.py:525(blocker)
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        3    0.000    0.000    0.000    0.000 containers.py:769(key)
        7    0.000    0.000    0.000    0.000 widget.py:339(padding)
        1    0.000    0.000    0.000    0.000 event.py:558(_warn)
        6    0.000    0.000    0.000    0.000 abstract.py:93(__init__)
        4    0.000    0.000    0.000    0.000 canvas.py:285(app)
        1    0.000    0.000    0.000    0.000 __init__.py:1251(winfo_screenheight)
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 event.py:498(block)
        1    0.000    0.000    0.000    0.000 panzoom.py:72(aspect)
        1    0.000    0.000    0.000    0.000 {built-in method text}
        1    0.000    0.000    0.000    0.000 gl2.py:52(_have_context)
        3    0.000    0.000    0.000    0.000 text.py:72(slop)
       10    0.000    0.000    0.000    0.000 function.py:783(<lambda>)
        1    0.000    0.000    0.000    0.000 context.py:221(add_ref)
        5    0.000    0.000    0.000    0.000 compiler.py:34(__init__)
       11    0.000    0.000    0.000    0.000 expression.py:87(function)
        1    0.000    0.000    0.000    0.000 {built-in method setFormat}
        1    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        9    0.000    0.000    0.000    0.000 fromnumeric.py:463(_repeat_dispatcher)
        1    0.000    0.000    0.000    0.000 bunch.py:13(__init__)
        1    0.000    0.000    0.000    0.000 version.py:78(__lt__)
        5    0.000    0.000    0.000    0.000 text.py:503(pos)
        1    0.000    0.000    0.000    0.000 containers.py:285(is_types_iterable)
        3    0.000    0.000    0.000    0.000 text.py:481(color)
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 abstract.py:118(__str__)
        1    0.000    0.000    0.000    0.000 typeddict.py:88(__new__)
        3    0.000    0.000    0.000    0.000 viewbox.py:70(camera)
        2    0.000    0.000    0.000    0.000 contextlib.py:459(_create_exit_wrapper)
        3    0.000    0.000    0.000    0.000 containers.py:322(<genexpr>)
        4    0.000    0.000    0.000    0.000 config.py:258(__getitem__)
        4    0.000    0.000    0.000    0.000 meshdata.py:559(n_faces)
        3    0.000    0.000    0.000    0.000 rect.py:47(pos)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       13    0.000    0.000    0.000    0.000 inspect.py:2782(name)
        1    0.000    0.000    0.000    0.000 meshdata.py:307(has_vertex_color)
        5    0.000    0.000    0.000    0.000 base_transform.py:117(dynamic)
        1    0.000    0.000    0.000    0.000 mesh.py:227(mode)
        1    0.000    0.000    0.000    0.000 node.py:130(clip_children)
        5    0.000    0.000    0.000    0.000 base_camera.py:443(pre_transform)
        4    0.000    0.000    0.000    0.000 wrappers.py:69(_check_valid)
        7    0.000    0.000    0.000    0.000 colormap.py:340(<lambda>)
        6    0.000    0.000    0.000    0.000 node.py:139(clipper)
        2    0.000    0.000    0.000    0.000 base_camera.py:167(interactive)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 context.py:241(ref)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1279(_sanity_check)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setRedBufferSize}
        1    0.000    0.000    0.000    0.000 {built-in method key}
        1    0.000    0.000    0.000    0.000 abstract.py:195(validate_slice)
        1    0.000    0.000    0.000    0.000 event.py:508(unblock)
        1    0.000    0.000    0.000    0.000 keys.py:32(name)
        1    0.000    0.000    0.000    0.000 glir.py:674(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method height}
        6    0.000    0.000    0.000    0.000 multiarray.py:757(dot)
        3    0.000    0.000    0.000    0.000 canvas.py:121(<genexpr>)
        5    0.000    0.000    0.000    0.000 typeddict.py:166(_typed)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hex}
        4    0.000    0.000    0.000    0.000 canvas.py:750(key)
        3    0.000    0.000    0.000    0.000 context.py:178(get_viewport)
        1    0.000    0.000    0.000    0.000 {built-in method setStereo}
        6    0.000    0.000    0.000    0.000 version.py:471(_parse_letter_version)
        3    0.000    0.000    0.000    0.000 base_transform.py:220(shader_map)
        1    0.000    0.000    0.000    0.000 meshdata.py:215(get_vertices)
        1    0.000    0.000    0.000    0.000 visuals.py:92(interactive)
        1    0.000    0.000    0.000    0.000 meshdata.py:315(has_vertex_value)
        6    0.000    0.000    0.000    0.000 base_camera.py:171(flip)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {built-in method setSwapBehavior}
        1    0.000    0.000    0.000    0.000 {built-in method setShareContext}
        1    0.000    0.000    0.000    0.000 base.py:280(__init__)
        1    0.000    0.000    0.000    0.000 meshdata.py:323(has_face_color)
        4    0.000    0.000    0.000    0.000 panzoom.py:133(rect)
        6    0.000    0.000    0.000    0.000 inspect.py:2786(default)
        1    0.000    0.000    0.000    0.000 event.py:766(__init__)
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 _twodim_base_impl.py:243(_diag_dispatcher)
        1    0.000    0.000    0.000    0.000 line.py:122(method)
        1    0.000    0.000    0.000    0.000 {built-in method setGreenBufferSize}
        4    0.000    0.000    0.000    0.000 inspect.py:3075(parameters)
        4    0.000    0.000    0.000    0.000 abstract.py:479(key)
        1    0.000    0.000    0.000    0.000 abstract.py:489(__init__)
        4    0.000    0.000    0.000    0.000 functions.py:694(key)
        3    0.000    0.000    0.000    0.000 application.py:64(backend_module)
        1    0.000    0.000    0.000    0.000 colormap.py:396(interpolation)
        1    0.000    0.000    0.000    0.000 mesh.py:249(mesh_data)
        3    0.000    0.000    0.000    0.000 base_camera.py:188(up)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 inspect.py:2874(__init__)
        2    0.000    0.000    0.000    0.000 containers.py:294(<lambda>)
        3    0.000    0.000    0.000    0.000 containers.py:330(key)
        3    0.000    0.000    0.000    0.000 version.py:537(<lambda>)
        3    0.000    0.000    0.000    0.000 base_transform.py:224(shader_imap)
        3    0.000    0.000    0.000    0.000 base_camera.py:100(depth_value)
        2    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:552(__enter__)
        2    0.000    0.000    0.000    0.000 version.py:511(_parse_local_version)
        1    0.000    0.000    0.000    0.000 {built-in method setDepthBufferSize}
        3    0.000    0.000    0.000    0.000 abstract.py:492(initial_value)
        1    0.000    0.000    0.000    0.000 timer.py:76(interval)
        2    0.000    0.000    0.000    0.000 visual.py:486(_draw_mode)
        1    0.000    0.000    0.000    0.000 line.py:113(antialias)
        1    0.000    0.000    0.000    0.000 polygon.py:123(mesh)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method setAlphaBufferSize}
        1    0.000    0.000    0.000    0.000 {built-in method setBlueBufferSize}
        1    0.000    0.000    0.000    0.000 {built-in method setStencilBufferSize}
        1    0.000    0.000    0.000    0.000 {built-in method setSwapInterval}
        1    0.000    0.000    0.000    0.000 _linalg.py:2620(_norm_dispatcher)
        1    0.000    0.000    0.000    0.000 context.py:132(config)
        1    0.000    0.000    0.000    0.000 context.py:234(name)
        2    0.000    0.000    0.000    0.000 node.py:116(_set_clipper)
        1    0.000    0.000    0.000    0.000 __init__.py:1937(__init__)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:276(reset)
        1    0.000    0.000    0.000    0.000 {built-in method setSamples}
        1    0.000    0.000    0.000    0.000 dispatcher.py:809(__get__)
        1    0.000    0.000    0.000    0.000 base_camera.py:306(_set_range)
        1    0.000    0.000    0.000    0.000 base_camera.py:493(viewbox_resize_event)


